top_FPGen.FPGen.Architecture , top_FPGen.FPGen.CMA.EnableDenormals , top_FPGen.FPGen.CMA.EnableForwarding , top_FPGen.FPGen.CMA.EnableMultiplePumping , top_FPGen.FPGen.CMA.ExponentWidth , top_FPGen.FPGen.CMA.FractionWidth , top_FPGen.FPGen.CMA.MUL.Mult.MultP.BoothType , top_FPGen.FPGen.CMA.MUL.Mult.MultP.Designware_MODE , top_FPGen.FPGen.CMA.MUL.Mult.MultP.TreeType , top_FPGen.FPGen.CMA.MulPipelineDepth , top_FPGen.FPGen.CMA.PipelineDepth , top_FPGen.FPGen.DW_FMA.EnableDenormals , top_FPGen.FPGen.DW_FMA.EnableForwarding , top_FPGen.FPGen.DW_FMA.ExponentWidth , top_FPGen.FPGen.DW_FMA.FractionWidth , top_FPGen.FPGen.DW_FMA.PipelineDepth , top_FPGen.FPGen.FMA.EnableDenormals , top_FPGen.FPGen.FMA.EnableForwarding , top_FPGen.FPGen.FMA.EnableMultiplePumping , top_FPGen.FPGen.FMA.ExponentWidth , top_FPGen.FPGen.FMA.FractionWidth , top_FPGen.FPGen.FMA.MulShift.MUL0.BoothType , top_FPGen.FPGen.FMA.MulShift.MUL0.Designware_MODE , top_FPGen.FPGen.FMA.MulShift.MUL0.TreeType , top_FPGen.FPGen.FMA.MulpPipelineDepth , top_FPGen.FPGen.FMA.PipelineDepth , top_FPGen.FPGen.FMA.Retiming , top_FPGen.FPGen.FMA.SmartRetiming , TOP_RP , TOP_VT , TOP_Voltage , COST_Mapped_Add_Dyn_Energy_pJ , COST_Mapped_Add_Dyn_Power_mW , COST_Mapped_Add_Leak_Power_mW , COST_Mapped_Avg_Dyn_Energy_pJ , COST_Mapped_Avg_Dyn_Power_mW , COST_Mapped_Avg_Leak_Power_mW , COST_Mapped_Cell_Area_mmsq , COST_Mapped_Clk_Period_nS , COST_Mapped_Comb_Area_mmsq , COST_Mapped_Core_Area_mmsq , COST_Mapped_MulAdd_Dyn_Energy_pJ , COST_Mapped_MulAdd_Dyn_Power_mW , COST_Mapped_MulAdd_Leak_Power_mW , COST_Mapped_Mul_Dyn_Energy_pJ , COST_Mapped_Mul_Dyn_Power_mW , COST_Mapped_Mul_Leak_Power_mW , COST_Mapped_Net_Area_mmsq , COST_Mapped_NonComb_Area_mmsq , COST_Mapped__Area_mmsq , COST_Mapped__u_CompoundAdder_Add_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Add_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Add_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Avg_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Leak_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Mul_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Leak_Power_mW , COST_Mapped__u_CompoundAdder__Area_mmsq , COST_Mapped__u_LZA_Add_Dyn_Energy_pJ , COST_Mapped__u_LZA_Add_Dyn_Power_mW , COST_Mapped__u_LZA_Add_Leak_Power_mW , COST_Mapped__u_LZA_Avg_Dyn_Energy_pJ , COST_Mapped__u_LZA_Avg_Dyn_Power_mW , COST_Mapped__u_LZA_Avg_Leak_Power_mW , COST_Mapped__u_LZA_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_LZA_MulAdd_Dyn_Power_mW , COST_Mapped__u_LZA_MulAdd_Leak_Power_mW , COST_Mapped__u_LZA_Mul_Dyn_Energy_pJ , COST_Mapped__u_LZA_Mul_Dyn_Power_mW , COST_Mapped__u_LZA_Mul_Leak_Power_mW , COST_Mapped__u_LZA__Area_mmsq , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Add_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP__Area_mmsq , PERF_Mapped_Clk_Freq_Ghz
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,24.943,99.772,4.35,40.1705,160.682,4.58,0.076532905,1.3335,0.071452938,0.076532905,47.725,190.9,4.57,47.725,190.9,4.57,0,0.005079967,0.076532905,2.13025,8.521,0.211,2.59975,10.399,0.206,2.73425,10.937,0.205,2.73425,10.937,0.205,0.002178716,2.73875,10.955,0.315,3.245,12.98,0.311,3.17575,12.703,0.311,3.17575,12.703,0.311,0.005540195,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.749906262
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.8,16.331,32.662,2.3,25.661,51.322,2.42,0.074583332,2.3042,0.069326789,0.074583332,30.331,60.662,2.42,30.331,60.662,2.42,0,0.005256544,0.074583332,1.275,2.55,0.108,1.569,3.138,0.106,1.6495,3.299,0.105,1.6495,3.299,0.105,0.002124385,1.908,3.816,0.169,2.1535,4.307,0.167,2.092,4.184,0.167,2.092,4.184,0.167,0.005491156,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.433990105
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.9,20.526,41.052,3.14,32.302,64.604,3.31,0.074583332,1.6397,0.069326789,0.074583332,38.1975,76.395,3.31,38.1975,76.395,3.31,0,0.005256544,0.074583332,1.6085,3.217,0.148,1.9795,3.959,0.145,2.081,4.162,0.144,2.081,4.162,0.144,0.002124385,2.403,4.806,0.231,2.7115,5.423,0.228,2.634,5.268,0.228,2.634,5.268,0.228,0.005491156,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.609867659
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,25.2895,50.579,4.23,39.8515,79.703,4.47,0.074583332,1.2857,0.069326789,0.074583332,47.142,94.284,4.46,47.142,94.284,4.46,0,0.005256544,0.074583332,1.988,3.976,0.199,2.446,4.892,0.195,2.572,5.144,0.194,2.572,5.144,0.194,0.002124385,2.9655,5.931,0.31,3.3465,6.693,0.307,3.2505,6.501,0.307,3.2505,6.501,0.307,0.005491156,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.77778642
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.8,17.3475,23.13,2.29,25.70925,34.279,2.36,0.06758378,2.3621,0.062447188,0.06758378,29.60625,39.475,2.35,29.60625,39.475,2.35,0,0.005136592,0.06758378,1.51575,2.021,0.129,1.86,2.48,0.126,1.956,2.608,0.125,1.956,2.608,0.125,0.002534339,2.28225,3.043,0.207,2.61075,3.481,0.205,2.52075,3.361,0.206,2.52075,3.361,0.206,0.006675858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.423352102
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.9,21.7875,29.05,3.14,32.34,43.12,3.23,0.06758378,1.6824,0.062447188,0.06758378,37.257,49.676,3.22,37.257,49.676,3.22,0,0.005136592,0.06758378,1.91325,2.551,0.177,2.346,3.128,0.173,2.4675,3.29,0.171,2.4675,3.29,0.171,0.002534339,2.87475,3.833,0.283,3.28725,4.383,0.281,3.17475,4.233,0.281,3.17475,4.233,0.281,0.006675858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.594388968
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,26.826,35.768,4.23,39.882,53.176,4.35,0.06758378,1.318,0.062447188,0.06758378,45.96375,61.285,4.34,45.96375,61.285,4.34,0,0.005136592,0.06758378,2.364,3.152,0.238,2.8995,3.866,0.232,3.0495,4.066,0.23,3.0495,4.066,0.23,0.002534339,3.5475,4.73,0.38,4.05825,5.411,0.378,3.918,5.224,0.378,3.918,5.224,0.378,0.006675858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.758725341
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.8,17.296,17.296,1.91,24.854,24.854,2.01,0.062053463,2.3477,0.056967145,0.062053463,28.336,28.336,2,28.336,28.336,2,0,0.005086318,0.062053463,1.518,1.518,0.13,1.869,1.869,0.127,1.973,1.973,0.126,1.973,1.973,0.126,0.002533633,2.154,2.154,0.204,2.49,2.49,0.202,2.414,2.414,0.202,2.414,2.414,0.202,0.006520273,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.425948801
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.9,21.506,21.506,2.61,31.046,31.046,2.75,0.062053463,1.6721,0.056967145,0.062053463,35.439,35.439,2.74,35.439,35.439,2.74,0,0.005086318,0.062053463,1.915,1.915,0.178,2.359,2.359,0.173,2.489,2.489,0.172,2.489,2.489,0.172,0.002533633,2.712,2.712,0.278,3.136,3.136,0.276,3.039,3.039,0.276,3.039,3.039,0.276,0.006520273,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.598050356
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,26.283,26.283,3.51,38.087,38.087,3.7,0.062053463,1.3115,0.056967145,0.062053463,43.521,43.521,3.69,43.521,43.521,3.69,0,0.005086318,0.062053463,2.367,2.367,0.239,2.915,2.915,0.234,3.075,3.075,0.232,3.075,3.075,0.232,0.002533633,3.347,3.347,0.374,3.87,3.87,0.371,3.75,3.75,0.371,3.75,3.75,0.371,0.006520273,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.762485703
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.8,15.93,10.62,1.76,22.956,15.304,1.87,0.059989759,2.3165,0.05495548,0.059989759,26.244,17.496,1.87,26.244,17.496,1.87,0,0.00503428,0.059989759,1.299,0.866,0.114,1.602,1.068,0.111,1.683,1.122,0.11,1.683,1.122,0.11,0.002233577,1.7745,1.183,0.168,2.076,1.384,0.166,2.0235,1.349,0.166,2.0235,1.349,0.166,0.005470341,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.431685733
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.9,20.004,13.336,2.41,28.878,19.252,2.56,0.059989759,1.6442,0.05495548,0.059989759,33.033,22.022,2.55,33.033,22.022,2.55,0,0.00503428,0.059989759,1.6395,1.093,0.156,2.019,1.346,0.152,2.124,1.416,0.151,2.124,1.416,0.151,0.002233577,2.2335,1.489,0.23,2.616,1.744,0.227,2.547,1.698,0.227,2.547,1.698,0.227,0.005470341,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.608198516
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,24.633,16.422,3.24,35.625,23.75,3.45,0.059989759,1.2867,0.05495548,0.059989759,40.7745,27.183,3.44,40.7745,27.183,3.44,0,0.00503428,0.059989759,2.0265,1.351,0.21,2.496,1.664,0.205,2.625,1.75,0.204,2.625,1.75,0.204,0.002233577,2.757,1.838,0.31,3.228,2.152,0.306,3.1455,2.097,0.305,3.1455,2.097,0.305,0.005470341,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.777181938
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.8,9.574,4.787,1.11,15.702,7.851,1.22,0.042190294,2.8483,0.037406502,0.042190294,18.872,9.436,1.22,18.872,9.436,1.22,0,0.004783792,0.042190294,0.782,0.391,0.0696,0.988,0.494,0.0683,1.05,0.525,0.0677,1.05,0.525,0.0677,0.001360044,0.858,0.429,0.0672,1.022,0.511,0.066,1.008,0.504,0.0658,1.008,0.504,0.0658,0.002795234,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.351086613
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,0.9,12,6,1.51,19.742,9.871,1.67,0.042190294,1.9999,0.037406502,0.042190294,23.748,11.874,1.66,23.748,11.874,1.66,0,0.004783792,0.042190294,0.988,0.494,0.0952,1.248,0.624,0.0934,1.322,0.661,0.0926,1.322,0.661,0.0926,0.001360044,1.08,0.54,0.0919,1.29,0.645,0.0903,1.27,0.635,0.0901,1.27,0.635,0.0901,0.002795234,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.500025001
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , svt ,1,14.75,7.375,2.02,24.342,12.171,2.24,0.042190294,1.5517,0.037406502,0.042190294,29.306,14.653,2.24,29.306,14.653,2.24,0,0.004783792,0.042190294,1.22,0.61,0.128,1.538,0.769,0.126,1.634,0.817,0.125,1.634,0.817,0.125,0.001360044,1.334,0.667,0.124,1.592,0.796,0.122,1.57,0.785,0.121,1.57,0.785,0.121,0.002795234,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.644454469
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,15.579625,124.637,0.668,24.924125,199.393,0.695,0.074929958,3.3702,0.069600385,0.074929958,29.6075,236.86,0.694,29.6075,236.86,0.694,0,0.005329573,0.074929958,1.249625,9.997,0.0326,1.5455,12.364,0.0321,1.629,13.032,0.0319,1.629,13.032,0.0319,0.002288084,1.90925,15.274,0.0512,2.20325,17.626,0.0506,2.14925,17.194,0.0506,2.14925,17.194,0.0506,0.005901109,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.296718296
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,19.678375,157.427,0.943,31.519375,252.155,0.977,0.074929958,2.3049,0.069600385,0.074929958,37.453,299.624,0.976,37.453,299.624,0.976,0,0.005329573,0.074929958,1.583375,12.667,0.0459,1.958125,15.665,0.0452,2.063875,16.511,0.0449,2.063875,16.511,0.0449,0.002288084,2.418375,19.347,0.0717,2.791,22.328,0.071,2.722375,21.779,0.0709,2.722375,21.779,0.0709,0.005901109,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.433858302
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,1,24.292125,194.337,1.32,38.946375,311.571,1.36,0.074929958,1.743,0.069600385,0.074929958,46.28875,370.31,1.36,46.28875,370.31,1.36,0,0.005329573,0.074929958,1.95925,15.674,0.0642,2.42275,19.382,0.0631,2.5535,20.428,0.0627,2.5535,20.428,0.0627,0.002288084,2.991875,23.935,0.0998,3.45275,27.622,0.0988,3.368,26.944,0.0986,3.368,26.944,0.0986,0.005901109,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.573723465
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,14.663,58.652,0.644,23.81275,95.251,0.671,0.072979151,3.4141,0.067818922,0.072979151,28.377,113.508,0.67,28.377,113.508,0.67,0,0.005160229,0.072979151,1.21475,4.859,0.0315,1.4985,5.994,0.031,1.581,6.324,0.0308,1.581,6.324,0.0308,0.002171308,1.85625,7.425,0.0498,2.1405,8.562,0.0494,2.08025,8.321,0.0493,2.08025,8.321,0.0493,0.005780099,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.292902961
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,18.50425,74.017,0.91,30.09875,120.395,0.944,0.072979151,2.3372,0.067818922,0.072979151,35.88175,143.527,0.942,35.88175,143.527,0.942,0,0.005160229,0.072979151,1.539,6.156,0.0444,1.8985,7.594,0.0436,2.003,8.012,0.0434,2.003,8.012,0.0434,0.002171308,2.35175,9.407,0.0699,2.7115,10.846,0.0692,2.63525,10.541,0.0691,2.63525,10.541,0.0691,0.005780099,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.427862399
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,1,22.82725,91.309,1.28,37.1785,148.714,1.32,0.072979151,1.7666,0.067818922,0.072979151,44.3355,177.342,1.32,44.3355,177.342,1.32,0,0.005160229,0.072979151,1.90425,7.617,0.062,2.349,9.396,0.0609,2.4775,9.91,0.0605,2.4775,9.91,0.0605,0.002171308,2.90925,11.637,0.0972,3.35475,13.419,0.0963,3.26,13.04,0.0962,3.26,13.04,0.0962,0.005780099,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.566059097
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,16.512,33.024,0.686,26.1235,52.247,0.713,0.077296541,3.3752,0.072162242,0.077296541,30.7935,61.587,0.712,30.7935,61.587,0.712,0,0.005134298,0.077296541,1.4985,2.997,0.0376,1.817,3.634,0.037,1.9045,3.809,0.0368,1.9045,3.809,0.0368,0.002598901,2.333,4.666,0.0639,2.78,5.56,0.0631,2.76,5.52,0.0629,2.76,5.52,0.0629,0.007193945,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.296278739
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,20.871,41.742,0.968,33.0495,66.099,1,0.077296541,2.3221,0.072162242,0.077296541,38.965,77.93,1,38.965,77.93,1,0,0.005134298,0.077296541,1.899,3.798,0.0528,2.3025,4.605,0.0519,2.4125,4.825,0.0516,2.4125,4.825,0.0516,0.002598901,2.956,5.912,0.0895,3.5225,7.045,0.0884,3.496,6.992,0.0882,3.496,6.992,0.0882,0.007193945,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.430644675
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,1,25.7765,51.553,1.36,40.8465,81.693,1.4,0.077296541,1.7656,0.072162242,0.077296541,48.166,96.332,1.4,48.166,96.332,1.4,0,0.005134298,0.077296541,2.35,4.7,0.0735,2.8495,5.699,0.0723,2.985,5.97,0.0719,2.985,5.97,0.0719,0.002598901,3.6575,7.315,0.124,4.3575,8.715,0.123,4.325,8.65,0.123,4.325,8.65,0.123,0.007193945,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.566379701
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,14.94825,19.931,0.644,24.1635,32.218,0.671,0.073119036,3.4722,0.068001848,0.073119036,28.78125,38.375,0.669,28.78125,38.375,0.669,0,0.005117188,0.073119036,1.284,1.712,0.0331,1.587,2.116,0.0326,1.68,2.24,0.0325,1.68,2.24,0.0325,0.002326363,1.896,2.528,0.0505,2.1915,2.922,0.05,2.148,2.864,0.0498,2.148,2.864,0.0498,0.005849953,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.288001843
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,18.8805,25.174,0.909,30.55725,40.743,0.944,0.073119036,2.3709,0.068001848,0.073119036,36.408,48.544,0.942,36.408,48.544,0.942,0,0.005117188,0.073119036,1.626,2.168,0.0466,2.01,2.68,0.0459,2.12775,2.837,0.0456,2.12775,2.837,0.0456,0.002326363,2.40225,3.203,0.0707,2.7765,3.702,0.07,2.72025,3.627,0.0698,2.72025,3.627,0.0698,0.005849953,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.421780758
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,1,23.307,31.076,1.28,37.758,50.344,1.32,0.073119036,1.7931,0.068001848,0.073119036,44.9985,59.998,1.31,44.9985,59.998,1.31,0,0.005117188,0.073119036,2.0115,2.682,0.065,2.487,3.316,0.064,2.6325,3.51,0.0637,2.6325,3.51,0.0637,0.002326363,2.9715,3.962,0.0983,3.43425,4.579,0.0972,3.366,4.488,0.097,3.366,4.488,0.097,0.005849953,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.55769338
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,15.958,15.958,0.677,25.451,25.451,0.705,0.076759226,3.2946,0.071635336,0.076759226,30.092,30.092,0.703,30.092,30.092,0.703,0,0.005123891,0.076759226,1.354,1.354,0.0342,1.645,1.645,0.0337,1.729,1.729,0.0335,1.729,1.729,0.0335,0.002346649,1.743,1.743,0.0487,2.061,2.061,0.048,2.015,2.015,0.0479,2.015,2.015,0.0479,0.005637568,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.303526984
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,20.163,20.163,0.956,32.19,32.19,0.992,0.076759226,2.2576,0.071635336,0.076759226,38.068,38.068,0.99,38.068,38.068,0.99,0,0.005123891,0.076759226,1.715,1.715,0.0482,2.084,2.084,0.0475,2.191,2.191,0.0472,2.191,2.191,0.0472,0.002346649,2.208,2.208,0.0682,2.611,2.611,0.0673,2.552,2.552,0.0671,2.552,2.552,0.0671,0.005637568,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.442948264
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,1,24.895,24.895,1.34,39.777,39.777,1.38,0.076759226,1.7072,0.071635336,0.076759226,47.049,47.049,1.38,47.049,47.049,1.38,0,0.005123891,0.076759226,2.122,2.122,0.0674,2.578,2.578,0.0664,2.712,2.712,0.066,2.712,2.712,0.066,0.002346649,2.732,2.732,0.0948,3.23,3.23,0.0936,3.157,3.157,0.0932,3.157,3.157,0.0932,0.005637568,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.585754452
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.8,17.0745,11.383,0.696,25.7415,17.161,0.711,0.071129067,3.276,0.065882049,0.071129067,29.7915,19.861,0.71,29.7915,19.861,0.71,0,0.005247018,0.071129067,1.4205,0.947,0.0366,1.74,1.16,0.036,1.83,1.22,0.0358,1.83,1.22,0.0358,0.002577204,2.1585,1.439,0.0593,2.547,1.698,0.0587,2.496,1.664,0.0586,2.496,1.664,0.0586,0.006711491,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.305250305
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,2, OFF , Wallace ,2,4,1,0, True , hvt ,0.9,21.576,14.384,0.981,32.5515,21.701,1,0.071129067,2.2453,0.065882049,0.071129067,37.674,25.116,1,37.674,25.116,1,0,0.005247018,0.071129067,1.7985,1.199,0.0514,2.2035,1.469,0.0506,2.3175,1.545,0.0503,2.3175,1.545,0.0503,0.002577204,2.736,1.824,0.0831,3.2265,2.151,0.0823,3.1605,2.107,0.0821,3.1605,2.107,0.0821,0.006711491,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.445374783
