top_FPGen.FPGen.Architecture , top_FPGen.FPGen.CMA.EnableDenormals , top_FPGen.FPGen.CMA.EnableForwarding , top_FPGen.FPGen.CMA.EnableMultiplePumping , top_FPGen.FPGen.CMA.ExponentWidth , top_FPGen.FPGen.CMA.FractionWidth , top_FPGen.FPGen.CMA.MUL.Mult.MultP.BoothType , top_FPGen.FPGen.CMA.MUL.Mult.MultP.Designware_MODE , top_FPGen.FPGen.CMA.MUL.Mult.MultP.TreeType , top_FPGen.FPGen.CMA.MulPipelineDepth , top_FPGen.FPGen.CMA.PipelineDepth , top_FPGen.FPGen.DW_FMA.EnableDenormals , top_FPGen.FPGen.DW_FMA.EnableForwarding , top_FPGen.FPGen.DW_FMA.ExponentWidth , top_FPGen.FPGen.DW_FMA.FractionWidth , top_FPGen.FPGen.DW_FMA.PipelineDepth , top_FPGen.FPGen.FMA.EnableDenormals , top_FPGen.FPGen.FMA.EnableForwarding , top_FPGen.FPGen.FMA.EnableMultiplePumping , top_FPGen.FPGen.FMA.ExponentWidth , top_FPGen.FPGen.FMA.FractionWidth , top_FPGen.FPGen.FMA.MulShift.MUL0.BoothType , top_FPGen.FPGen.FMA.MulShift.MUL0.Designware_MODE , top_FPGen.FPGen.FMA.MulShift.MUL0.TreeType , top_FPGen.FPGen.FMA.MulpPipelineDepth , top_FPGen.FPGen.FMA.PipelineDepth , top_FPGen.FPGen.FMA.Retiming , top_FPGen.FPGen.FMA.SmartRetiming , TOP_RP , TOP_VT , TOP_Voltage , COST_Mapped_Add_Dyn_Energy_pJ , COST_Mapped_Add_Dyn_Power_mW , COST_Mapped_Add_Leak_Power_mW , COST_Mapped_Avg_Dyn_Energy_pJ , COST_Mapped_Avg_Dyn_Power_mW , COST_Mapped_Avg_Leak_Power_mW , COST_Mapped_Cell_Area_mmsq , COST_Mapped_Clk_Period_nS , COST_Mapped_Comb_Area_mmsq , COST_Mapped_Core_Area_mmsq , COST_Mapped_MulAdd_Dyn_Energy_pJ , COST_Mapped_MulAdd_Dyn_Power_mW , COST_Mapped_MulAdd_Leak_Power_mW , COST_Mapped_Mul_Dyn_Energy_pJ , COST_Mapped_Mul_Dyn_Power_mW , COST_Mapped_Mul_Leak_Power_mW , COST_Mapped_Net_Area_mmsq , COST_Mapped_NonComb_Area_mmsq , COST_Mapped__Area_mmsq , COST_Mapped__u_CompoundAdder_Add_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Add_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Add_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Avg_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Leak_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Mul_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Leak_Power_mW , COST_Mapped__u_CompoundAdder__Area_mmsq , COST_Mapped__u_LZA_Add_Dyn_Energy_pJ , COST_Mapped__u_LZA_Add_Dyn_Power_mW , COST_Mapped__u_LZA_Add_Leak_Power_mW , COST_Mapped__u_LZA_Avg_Dyn_Energy_pJ , COST_Mapped__u_LZA_Avg_Dyn_Power_mW , COST_Mapped__u_LZA_Avg_Leak_Power_mW , COST_Mapped__u_LZA_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_LZA_MulAdd_Dyn_Power_mW , COST_Mapped__u_LZA_MulAdd_Leak_Power_mW , COST_Mapped__u_LZA_Mul_Dyn_Energy_pJ , COST_Mapped__u_LZA_Mul_Dyn_Power_mW , COST_Mapped__u_LZA_Mul_Leak_Power_mW , COST_Mapped__u_LZA__Area_mmsq , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Add_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP__Area_mmsq , PERF_Mapped_Clk_Freq_Ghz
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,18.8365,150.692,4.42,34.0515,272.412,4.85,0.082737775,0.99315,0.079743385,0.082737775,41.987125,335.897,4.83,41.987125,335.897,4.83,0,0.00299439,0.082737775,1.8895,15.116,0.183,2.207875,17.663,0.178,2.3015,18.412,0.177,2.3015,18.412,0.177,0.002001611,1.546625,12.373,0.157,1.888875,15.111,0.153,1.9455,15.564,0.152,1.9455,15.564,0.152,0.003167438,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.006897246
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,13.15325,52.613,2.64,23.55625,94.225,2.86,0.086622632,1.79165,0.083550274,0.086622632,28.94675,115.787,2.84,28.94675,115.787,2.84,0,0.003072359,0.086622632,1.2615,5.046,0.105,1.48,5.92,0.102,1.547,6.188,0.102,1.547,6.188,0.102,0.002006374,1.07125,4.285,0.0972,1.32775,5.311,0.0945,1.3735,5.494,0.0937,1.3735,5.494,0.0937,0.003411223,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.558144727
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,16.53025,66.121,3.61,29.653,118.612,3.91,0.086622632,1.26415,0.083550274,0.086622632,36.45425,145.817,3.89,36.45425,145.817,3.89,0,0.003072359,0.086622632,1.5915,6.366,0.144,1.86725,7.469,0.14,1.95175,7.807,0.139,1.95175,7.807,0.139,0.002006374,1.34875,5.395,0.133,1.672,6.688,0.129,1.7295,6.918,0.128,1.7295,6.918,0.128,0.003411223,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.791045366
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,20.36725,81.469,4.86,36.5875,146.35,5.27,0.086622632,0.9852,0.083550274,0.086622632,44.995,179.98,5.25,44.995,179.98,5.25,0,0.003072359,0.086622632,1.9675,7.87,0.194,2.3075,9.23,0.189,2.41175,9.647,0.187,2.41175,9.647,0.187,0.002006374,1.665,6.66,0.179,2.06375,8.255,0.174,2.13475,8.539,0.172,2.13475,8.539,0.172,0.003411223,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.01502233
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,14.8005,29.601,2.53,24.6075,49.215,2.75,0.086112484,1.8029,0.082928817,0.086112484,29.681,59.362,2.74,29.681,59.362,2.74,0,0.003183667,0.086112484,1.1705,2.341,0.0991,1.3735,2.747,0.0964,1.4335,2.867,0.0955,1.4335,2.867,0.0955,0.001928405,1.266,2.532,0.115,1.62,3.24,0.112,1.696,3.392,0.112,1.696,3.392,0.112,0.003890149,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.554661934
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,18.52,37.04,3.46,30.894,61.788,3.76,0.086112484,1.2731,0.082928817,0.086112484,37.297,74.594,3.75,37.297,74.594,3.75,0,0.003183667,0.086112484,1.4765,2.953,0.136,1.733,3.466,0.132,1.808,3.616,0.131,1.808,3.616,0.131,0.001928405,1.5945,3.189,0.157,2.0405,4.081,0.154,2.1365,4.273,0.152,2.1365,4.273,0.152,0.003890149,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.785484251
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,22.746,45.492,4.66,38.044,76.088,5.07,0.086112484,1.5612,0.082928817,0.086112484,45.96,91.92,5.05,45.96,91.92,5.05,0,0.003183667,0.086112484,1.8255,3.651,0.183,2.1415,4.283,0.178,2.235,4.47,0.176,2.235,4.47,0.176,0.001928405,1.969,3.938,0.212,2.5195,5.039,0.207,2.638,5.276,0.205,2.638,5.276,0.205,0.003890149,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.640532923
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,16.0785,21.438,3.05,27.8565,37.142,3.34,0.10119045,1.7927,0.097769878,0.10119045,33.96825,45.291,3.32,33.96825,45.291,3.32,0,0.003420572,0.10119045,1.42875,1.905,0.121,1.68075,2.241,0.117,1.755,2.34,0.116,1.755,2.34,0.116,0.002284909,1.482,1.976,0.138,1.8765,2.502,0.135,1.95525,2.607,0.133,1.95525,2.607,0.133,0.004587106,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.557817817
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,20.2275,26.97,4.17,35.0835,46.778,4.57,0.10119045,1.2671,0.097769878,0.10119045,42.79425,57.059,4.55,42.79425,57.059,4.55,0,0.003420572,0.10119045,1.803,2.404,0.166,2.121,2.828,0.16,2.214,2.952,0.159,2.214,2.952,0.159,0.002284909,1.86675,2.489,0.189,2.36325,3.151,0.184,2.463,3.284,0.182,2.463,3.284,0.182,0.004587106,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.789203693
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,24.94125,33.255,5.62,43.3035,57.738,6.16,0.10119045,1.3858,0.097769878,0.10119045,52.83525,70.447,6.13,52.83525,70.447,6.13,0,0.003420572,0.10119045,2.22975,2.973,0.223,2.62275,3.497,0.216,2.73675,3.649,0.214,2.73675,3.649,0.214,0.002284909,2.30475,3.073,0.255,2.9175,3.89,0.248,3.0405,4.054,0.245,3.0405,4.054,0.245,0.004587106,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.721604849
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,16.228,16.228,2.81,27.509,27.509,3.13,0.09684025,1.91885,0.093774065,0.09684025,33.376,33.376,3.11,33.376,33.376,3.11,0,0.003066185,0.09684025,1.514,1.514,0.131,1.763,1.763,0.127,1.835,1.835,0.125,1.835,1.835,0.125,0.002446139,2.037,2.037,0.185,2.506,2.506,0.18,2.601,2.601,0.178,2.601,2.601,0.178,0.005754874,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.521145478
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,20.318,20.318,3.83,34.554,34.554,4.29,0.09684025,1.7267,0.093774065,0.09684025,41.958,41.958,4.26,41.958,41.958,4.26,0,0.003066185,0.09684025,1.912,1.912,0.179,2.225,2.225,0.174,2.316,2.316,0.172,2.316,2.316,0.172,0.002446139,2.567,2.567,0.252,3.158,3.158,0.245,3.276,3.276,0.243,3.276,3.276,0.243,0.005754874,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.579139399
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,24.967,24.967,5.16,42.565,42.565,5.78,0.09684025,1.3506,0.093774065,0.09684025,51.72,51.72,5.74,51.72,51.72,5.74,0,0.003066185,0.09684025,2.364,2.364,0.242,2.751,2.751,0.234,2.862,2.862,0.232,2.862,2.862,0.232,0.002446139,3.169,3.169,0.34,3.898,3.898,0.33,4.045,4.045,0.327,4.045,4.045,0.327,0.005754874,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.740411669
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,14.121,9.414,1.88,21.7365,14.491,2.01,0.06970305,2.1,0.066733532,0.06970305,25.578,17.052,2,25.578,17.052,2,0,0.002969518,0.06970305,1.5,1,0.127,1.7415,1.161,0.123,1.815,1.21,0.122,1.815,1.21,0.122,0.002379812,1.407,0.938,0.131,1.7505,1.167,0.128,1.8165,1.211,0.127,1.8165,1.211,0.127,0.00441688,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.476190476
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,17.7705,11.847,2.57,27.381,18.254,2.75,0.06970305,1.5959,0.066733532,0.06970305,32.2335,21.489,2.73,32.2335,21.489,2.73,0,0.002969518,0.06970305,1.893,1.262,0.173,2.199,1.466,0.169,2.2905,1.527,0.167,2.2905,1.527,0.167,0.002379812,1.7715,1.181,0.179,2.205,1.47,0.174,2.2875,1.525,0.173,2.2875,1.525,0.173,0.00441688,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.626605677
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,21.9195,14.613,3.46,33.7995,22.533,3.71,0.06970305,1.2517,0.066733532,0.06970305,39.798,26.532,3.68,39.798,26.532,3.68,0,0.002969518,0.06970305,2.34,1.56,0.234,2.718,1.812,0.227,2.832,1.888,0.225,2.832,1.888,0.225,0.002379812,2.1855,1.457,0.241,2.721,1.814,0.234,2.8215,1.881,0.232,2.8215,1.881,0.232,0.00441688,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.798913478
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,8.944,4.472,1.09,14.97,7.485,1.27,0.052281785,2.67625,0.049504014,0.052281785,18.074,9.037,1.26,18.074,9.037,1.26,0,0.002777771,0.052281785,0.872,0.436,0.0656,1.022,0.511,0.0637,1.068,0.534,0.0631,1.068,0.534,0.0631,0.001359691,0.78,0.39,0.0634,0.98,0.49,0.061,1.008,0.504,0.0601,1.008,0.504,0.0601,0.002419679,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.37365717
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,11.25,5.625,1.49,18.866,9.433,1.74,0.052281785,1.9224,0.049504014,0.052281785,22.794,11.397,1.72,22.794,11.397,1.72,0,0.002777771,0.052281785,1.098,0.549,0.0897,1.29,0.645,0.0871,1.346,0.673,0.0862,1.346,0.673,0.0862,0.001359691,0.984,0.492,0.0865,1.236,0.618,0.0832,1.272,0.636,0.082,1.272,0.636,0.082,0.002419679,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.520183104
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,13.866,6.933,2.01,23.304,11.652,2.35,0.052281785,1.4817,0.049504014,0.052281785,28.172,14.086,2.32,28.172,14.086,2.32,0,0.002777771,0.052281785,1.358,0.679,0.121,1.594,0.797,0.117,1.662,0.831,0.116,1.662,0.831,0.116,0.001359691,1.214,0.607,0.116,1.524,0.762,0.112,1.57,0.785,0.11,1.57,0.785,0.11,0.002419679,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.674900452
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,14.045375,112.363,0.724,23.10675,184.854,0.765,0.086500211,2.62395,0.083242985,0.086500211,27.745625,221.965,0.763,27.745625,221.965,0.763,0,0.003257226,0.086500211,1.240625,9.925,0.0295,1.464375,11.715,0.029,1.53125,12.25,0.0288,1.53125,12.25,0.0288,0.002012548,1.074375,8.595,0.0275,1.312125,10.497,0.027,1.350125,10.801,0.0268,1.350125,10.801,0.0268,0.003480019,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.381104823
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,17.742,141.936,1.02,29.220625,233.765,1.08,0.086500211,1.78335,0.083242985,0.086500211,35.097875,280.783,1.07,35.097875,280.783,1.07,0,0.003257226,0.086500211,1.572,12.576,0.0415,1.855375,14.843,0.0408,1.94,15.52,0.0405,1.94,15.52,0.0405,0.002012548,1.360875,10.887,0.0387,1.662125,13.297,0.0379,1.71025,13.682,0.0376,1.71025,13.682,0.0376,0.003480019,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.560742423
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,21.906625,175.253,1.43,36.109875,288.879,1.5,0.086500211,1.34035,0.083242985,0.086500211,43.3825,347.06,1.5,43.3825,347.06,1.5,0,0.003257226,0.086500211,1.94525,15.562,0.058,2.2955,18.364,0.057,2.400375,19.203,0.0566,2.400375,19.203,0.0566,0.002012548,1.683625,13.469,0.0539,2.056375,16.451,0.0528,2.115875,16.927,0.0524,2.115875,16.927,0.0524,0.003480019,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.746073787
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,13.31075,53.243,0.748,23.00225,92.009,0.794,0.087072982,2.5611,0.083728791,0.087072982,27.953,111.812,0.791,27.953,111.812,0.791,0,0.003344191,0.087072982,1.23175,4.927,0.0311,1.45075,5.803,0.0305,1.5125,6.05,0.0303,1.5125,6.05,0.0303,0.00211239,1.236,4.944,0.0328,1.525,6.1,0.0321,1.57375,6.295,0.0319,1.57375,6.295,0.0319,0.003954712,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.390457225
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,16.81025,67.241,1.06,29.08775,116.351,1.12,0.087072982,1.7434,0.083728791,0.087072982,35.36,141.44,1.11,35.36,141.44,1.11,0,0.003344191,0.087072982,1.561,6.244,0.0438,1.838,7.352,0.043,1.91675,7.667,0.0427,1.91675,7.667,0.0427,0.00211239,1.56575,6.263,0.046,1.9315,7.726,0.045,1.99325,7.973,0.0447,1.99325,7.973,0.0447,0.003954712,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.573591832
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,20.75,83,1.48,35.941,143.764,1.56,0.087072982,1.3119,0.083728791,0.087072982,43.7025,174.81,1.55,43.7025,174.81,1.55,0,0.003344191,0.087072982,1.932,7.728,0.0611,2.2745,9.098,0.06,2.3715,9.486,0.0596,2.3715,9.486,0.0596,0.00211239,1.937,7.748,0.064,2.38975,9.559,0.0627,2.46575,9.863,0.0623,2.46575,9.863,0.0623,0.003954712,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.762253221
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,15.003,30.006,0.787,24.8655,49.731,0.831,0.09167808,2.57245,0.088336712,0.09167808,29.9305,59.861,0.828,29.9305,59.861,0.828,0,0.003341369,0.09167808,1.3385,2.677,0.0315,1.567,3.134,0.0309,1.633,3.266,0.0307,1.633,3.266,0.0307,0.002123503,1.1,2.2,0.0294,1.3695,2.739,0.0287,1.417,2.834,0.0285,1.417,2.834,0.0285,0.003687995,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.388734475
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,18.969,37.938,1.11,31.4615,62.923,1.17,0.09167808,3.0895,0.088336712,0.09167808,37.8795,75.759,1.16,37.8795,75.759,1.16,0,0.003341369,0.09167808,1.696,3.392,0.0444,1.9855,3.971,0.0435,2.0685,4.137,0.0432,2.0685,4.137,0.0432,0.002123503,1.3935,2.787,0.0412,1.7345,3.469,0.0404,1.795,3.59,0.0401,1.795,3.59,0.0401,0.003687995,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.32367697
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,23.4375,46.875,1.56,38.8935,77.787,1.63,0.09167808,2.284,0.088336712,0.09167808,46.8345,93.669,1.63,46.8345,93.669,1.63,0,0.003341369,0.09167808,2.099,4.198,0.0619,2.4565,4.913,0.0608,2.5595,5.119,0.0603,2.5595,5.119,0.0603,0.002123503,1.7235,3.447,0.0575,2.146,4.292,0.0562,2.2205,4.441,0.0558,2.2205,4.441,0.0558,0.003687995,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.437828371
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,14.505,19.34,0.752,24.03825,32.051,0.797,0.087662334,2.5943,0.084354481,0.087662334,28.97925,38.639,0.795,28.97925,38.639,0.795,0,0.003307853,0.087662334,1.317,1.756,0.0319,1.54725,2.063,0.0313,1.614,2.152,0.0311,1.614,2.152,0.0311,0.002074993,1.23975,1.653,0.0312,1.4985,1.998,0.0306,1.5435,2.058,0.0304,1.5435,2.058,0.0304,0.003774078,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.385460432
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,18.23475,24.313,1.06,30.3105,40.414,1.12,0.087662334,2.8234,0.084354481,0.087662334,36.57075,48.761,1.12,36.57075,48.761,1.12,0,0.003307853,0.087662334,1.6695,2.226,0.0449,1.9605,2.614,0.0441,2.04525,2.727,0.0438,2.04525,2.727,0.0438,0.002074993,1.56975,2.093,0.0438,1.8975,2.53,0.0429,1.9545,2.606,0.0427,1.9545,2.606,0.0427,0.003774078,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.3541829
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,22.43475,29.913,1.49,37.37475,49.833,1.57,0.087662334,2.1029,0.084354481,0.087662334,45.12,60.16,1.56,45.12,60.16,1.56,0,0.003307853,0.087662334,2.0655,2.754,0.0627,2.4255,3.234,0.0615,2.5305,3.374,0.0611,2.5305,3.374,0.0611,0.002074993,1.9425,2.59,0.0609,2.34825,3.131,0.0598,2.418,3.224,0.0594,2.418,3.224,0.0594,0.003774078,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.475533787
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,14.048,14.048,0.741,23.408,23.408,0.783,0.08691334,2.59815,0.083892843,0.08691334,28.22,28.22,0.78,28.22,28.22,0.78,0,0.003020497,0.08691334,1.161,1.161,0.0289,1.356,1.356,0.0283,1.413,1.413,0.0281,1.413,1.413,0.0281,0.001971446,1.423,1.423,0.0341,1.7,1.7,0.0335,1.752,1.752,0.0333,1.752,1.752,0.0333,0.004032504,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.384889248
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,17.751,17.751,1.05,29.606,29.606,1.1,0.08691334,2.6989,0.083892843,0.08691334,35.703,35.703,1.1,35.703,35.703,1.1,0,0.003020497,0.08691334,1.471,1.471,0.0406,1.719,1.719,0.0398,1.79,1.79,0.0396,1.79,1.79,0.0396,0.001971446,1.802,1.802,0.0479,2.153,2.153,0.047,2.22,2.22,0.0468,2.22,2.22,0.0468,0.004032504,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.370521324
